index;substrates;catalysts;cat_smiles;sub_smiles;smiles;ddG;temperature (C);vC-N;iC-N;vN–N1;iN–N1;vringD;iringD;vN–N2;iN–N2;vC=N;iC=N;vC=C;iC=C;vC-H;iC-H;aryl-ring-stretch;dbiphenyl;dN1;dN2;dN3(onR);L;B1;B5;dihedral;23B1;23B5;23L;3B1;3B5;3L;2B1;2B5;2L;v1ring2;i1ring2;v1ring3;i1ring3;vamide;iamide;v2ring2;i2ring2;v2ring3;i2ring3;v3ring2;i3ring2;v3ring3;i3ring3;vC=O;iC=O;vCHsym;iCHsym;vCHasym;iCHasym;vNH;iNH;NAPT;dN-CH
12;Bn;26-iPr-4-BrPh;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(Br)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(Br)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;O=C(NCc1ccccc1)c1ccccc1N1CCc2ccccc2C1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(Br)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(Br)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.O=C(NCc1ccccc1)c1ccccc1N1CCc2ccccc2C1;1.478736158;25;;;1258.07;;1279.69;;;;;;;;;;1647.8;;;;;7.98;2.91;5.76;89.83;1.92;7.27;8.38;1.72;5.93;5.05;1.7;3.58;6.53;1535.18;75.67;1543.62;9.96;1584.03;328.54;1646.75;2.93;1657.03;1.83;1672.51;44.38;1677.88;5.33;1760.28;331.36;2981.7;28.88;3118.43;2.97;3523.15;199.06;-0.85;3.12
13;Bn;2iPrPh;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccccc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccccc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;O=C(NCc1ccccc1)c1ccccc1N1CCc2ccccc2C1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccccc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccccc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.O=C(NCc1ccccc1)c1ccccc1N1CCc2ccccc2C1;1.18;25;;;1256.37;;1290.25;;;;;;;;;;1661.62;;;;;6.26;1.95;5.81;68.19;1.92;7.27;8.38;1.72;5.93;5.05;1.7;3.58;6.53;1535.18;75.67;1543.62;9.96;1584.03;328.54;1646.75;2.93;1657.03;1.83;1672.51;44.38;1677.88;5.33;1760.28;331.36;2981.7;28.88;3118.43;2.97;3523.15;199.06;-0.85;3.12
14;Bn;1-Ad-pyrazole;CCCCCCCCc1ccc2c3c(c(-c4cnn(C56CC7CC(CC(C7)C5)C6)c4)cc2c1)OP(=O)(O)Oc1c(-c2cnn(C45CC6CC(CC(C6)C4)C5)c2)cc2cc(CCCCCCCC)ccc2c1-3;O=C(NCc1ccccc1)c1ccccc1N1CCc2ccccc2C1;CCCCCCCCc1ccc2c3c(c(-c4cnn(C56CC7CC(CC(C7)C5)C6)c4)cc2c1)OP(=O)(O)Oc1c(-c2cnn(C45CC6CC(CC(C6)C4)C5)c2)cc2cc(CCCCCCCC)ccc2c1-3.O=C(NCc1ccccc1)c1ccccc1N1CCc2ccccc2C1;0.46714912;25;1167.69;7.19;1287.98;7.04;1326.85;19.76;1342.26;9.7;1473.16;27.14;1583.13;3.68;3322.68;2.47;;4.92;7.28;9.27;10.73;6.3;3.31;3.69;;1.92;7.27;8.38;1.72;5.93;5.05;1.7;3.58;6.53;1535.18;75.67;1543.62;9.96;1584.03;328.54;1646.75;2.93;1657.03;1.83;1672.51;44.38;1677.88;5.33;1760.28;331.36;2981.7;28.88;3118.43;2.97;3523.15;199.06;-0.85;3.12
15;4-Me-Bn;CHPh2;CCCCCCCCc1ccc2c3c(c(-c4cn(C(c5ccccc5)c5ccccc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C(c4ccccc4)c4ccccc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(C(c5ccccc5)c5ccccc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C(c4ccccc4)c4ccccc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.004802046;25;1138.19;0.5;1247.24;10.15;1282.16;74.56;1357.44;45.1;1501.51;35.77;1553.63;16.95;3324.94;6.38;;4.94;7.09;8.74;10.09;6.04;2.08;6.14;;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
16;4-Me-Bn;2,4,6-Me3Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C)cc(C)cc5C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C)cc(C)cc4C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C)cc(C)cc5C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C)cc(C)cc4C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.300911247;25;1168.29;2.72;1258.88;15.11;1286.31;56.4;1370.23;34.29;1463.71;5.25;1545.63;93.34;3325.18;7.49;1679.86;4.86;8.51;9.96;10.02;7.28;1.99;4.53;104.51;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
17;4-Me-Bn;2,4,6-iPr3Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(C(C)C)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(C(C)C)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.929511717;25;1156.3;0.96;1261.66;17.82;1284.03;25.41;1372.87;36.66;1477.1;10.52;1536.79;93.99;3325.21;7.66;1673.84;4.87;8.55;10.01;10.05;8.53;3.31;5.76;91.77;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
18;4-Me-Bn;2,4,6-Cy3Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C6CCCCC6)cc(C6CCCCC6)cc5C5CCCCC5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C5CCCCC5)cc(C5CCCCC5)cc4C4CCCCC4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C6CCCCC6)cc(C6CCCCC6)cc5C5CCCCC5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C5CCCCC5)cc(C5CCCCC5)cc4C4CCCCC4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.632607682;25;1171.99;3.03;1261.23;12.58;1285.51;32.29;1367.5;27.82;1480.23;11.51;1536.01;84.29;3326.74;6.67;1673.07;4.94;7.07;8.67;9.98;10.6;3.31;7.44;97.17;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
19;4-Me-Bn;1-Ad;CCCCCCCCc1ccc2c3c(c(-c4cn(C56CC7CC(CC(C7)C5)C6)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C45CC6CC(CC(C6)C4)C5)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(C56CC7CC(CC(C7)C5)C6)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C45CC6CC(CC(C6)C4)C5)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.238732634;25;1162.4;2.14;1266.95;19.31;1287.55;84.91;1353.58;10.52;1476.82;29.45;1553.38;26.61;3328.87;4.12;;4.93;6.69;8.7;10.83;6.3;3.31;3.68;;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
20;4-Me-Bn;Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccccc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccccc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccccc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccccc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.589649453;25;1192.74;15.94;1252.34;8;1290.8;123.78;1384.59;27.6;1475.13;17.91;1551.39;84.47;3333.69;7.7;1677.89;4.86;8.56;10.01;10.05;6.27;1.77;3.15;149.77;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
21;4-Me-Bn;4-MeOPh;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccc(OC)cc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccc(OC)cc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccc(OC)cc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccc(OC)cc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.681472631;25;1191.2;45.36;1253.36;18.11;1292.28;216.99;1378.24;21.74;1472.41;0.09;1553.97;95.19;3330.82;7.34;1692.58;4.86;8.55;10.01;10.06;8.51;1.9;3.16;146.84;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
22;4-Me-Bn;4-NEt2Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccc(N(CC)CC)cc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccc(N(CC)CC)cc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccc(N(CC)CC)cc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccc(N(CC)CC)cc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.262512879;25;1192.87;13.63;1250.35;12;1292.77;84.65;1382.15;20.2;1493.99;0.82;1555.69;77.35;3333.04;7.27;1683.29;4.85;8.54;10;10.05;9.28;2.3;4.56;149.41;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
23;4-Me-Bn;4-SO2MePh;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccc(S(C)(=O)=O)cc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccc(S(C)(=O)=O)cc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccc(S(C)(=O)=O)cc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccc(S(C)(=O)=O)cc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.580902818;25;1191.43;26.89;1246.58;7.65;1286.7;160.72;1391.56;20;1491.96;20.11;1553.52;96.82;3334.34;8.84;1672.91;4.86;8.6;10.03;10.03;8.59;2.03;3.59;152.36;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
24;4-Me-Bn;2,6-MeO2Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(OC)cccc5OC)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(OC)cccc4OC)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(OC)cccc5OC)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(OC)cccc4OC)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.778054352;25;1176.5;15.49;1239.49;32.12;1263.76;34.81;1344.93;51.29;1463.69;20.62;1530.05;55.02;3335;6.81;1662.99;4.85;8.48;9.92;10;6.26;2.01;5.5;101.27;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
25;4-Me-Bn;2,6-F2Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(F)cccc5F)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(F)cccc4F)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(F)cccc5F)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(F)cccc4F)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.708787058;25;1186.36;10.95;1247.76;18.46;1286.34;56.18;1391.37;21.79;1471.98;11.13;1560.57;56.44;3330.47;10.16;1701.51;4.87;8.58;10.05;10.09;6.44;1.7;3.81;120.76;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
26;4-Me-Bn;F5Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(F)c(F)c(F)c(F)c5F)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(F)c(F)c(F)c(F)c4F)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(F)c(F)c(F)c(F)c5F)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(F)c(F)c(F)c(F)c4F)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.944511717;25;;;1240.47;;1271.68;;;;;;;;;;1720.08;;;;;6.98;1.77;3.82;121.21;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
27;4-Me-Bn;26-iPr-4-BrPh;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(Br)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(Br)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(Br)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(Br)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.151461238;25;;;1258.07;;1279.69;;;;;;;;;;1647.8;;;;;7.98;2.91;5.76;89.83;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
28;4-Me-Bn;2iPrPh;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccccc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccccc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5ccccc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4ccccc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.210242443;25;;;1256.37;;1290.25;;;;;;;;;;1661.62;;;;;6.26;1.95;5.81;68.19;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
29;4-Me-Bn;1-Ad-pyrazole;CCCCCCCCc1ccc2c3c(c(-c4cnn(C56CC7CC(CC(C7)C5)C6)c4)cc2c1)OP(=O)(O)Oc1c(-c2cnn(C45CC6CC(CC(C6)C4)C5)c2)cc2cc(CCCCCCCC)ccc2c1-3;Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cnn(C56CC7CC(CC(C7)C5)C6)c4)cc2c1)OP(=O)(O)Oc1c(-c2cnn(C45CC6CC(CC(C6)C4)C5)c2)cc2cc(CCCCCCCC)ccc2c1-3.Cc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.392991841;25;1167.69;7.19;1287.98;7.04;1326.85;19.76;1342.26;9.7;1473.16;27.14;1583.13;3.68;3322.68;2.47;;4.92;7.28;9.27;10.73;6.3;3.31;3.69;;1.94;8.33;9.04;1.72;7.29;5.55;1.7;3.58;6.53;1535.87;78.1;1564.74;15.46;1583.32;332.63;1646.69;2.81;1649.47;1.6;1672.42;44.63;1689.81;1.46;1761.82;327.31;2982.78;27.98;3114.11;3.05;3522.12;188.21;-0.85;3.15
30;4-MeO-Bn;CHPh2;CCCCCCCCc1ccc2c3c(c(-c4cn(C(c5ccccc5)c5ccccc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C(c4ccccc4)c4ccccc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(C(c5ccccc5)c5ccccc5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C(c4ccccc4)c4ccccc4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.126289456;25;1138.19;0.5;1247.24;10.15;1282.16;74.56;1357.44;45.1;1501.51;35.77;1553.63;16.95;3324.94;6.38;;4.94;7.09;8.74;10.09;6.04;2.08;6.14;;2.01;8.72;8.56;1.72;8.22;5.18;1.7;3.57;6.53;1535.2;75.31;1567.86;129.53;1584.04;326.99;1646.31;3.2;1653.39;5.36;1672.25;45.46;1687.77;47.67;1761.19;320.57;2982.34;28.13;3109.8;2.5;3525.55;179.07;-0.85;3.16
31;4-MeO-Bn;2,4,6-Me3Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C)cc(C)cc5C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C)cc(C)cc4C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C)cc(C)cc5C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C)cc(C)cc4C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.370396937;25;1168.29;2.72;1258.88;15.11;1286.31;56.4;1370.23;34.29;1463.71;5.25;1545.63;93.34;3325.18;7.49;1679.86;4.86;8.51;9.96;10.02;7.28;1.99;4.53;104.51;2.01;8.72;8.56;1.72;8.22;5.18;1.7;3.57;6.53;1535.2;75.31;1567.86;129.53;1584.04;326.99;1646.31;3.2;1653.39;5.36;1672.25;45.46;1687.77;47.67;1761.19;320.57;2982.34;28.13;3109.8;2.5;3525.55;179.07;-0.85;3.16
32;4-MeO-Bn;2,4,6-iPr3Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(C(C)C)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3;COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C(C)C)cc(C(C)C)cc5C(C)C)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)nn2)cc2cc(CCCCCCCC)ccc2c1-3.COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.889215807;25;1156.3;0.96;1261.66;17.82;1284.03;25.41;1372.87;36.66;1477.1;10.52;1536.79;93.99;3325.21;7.66;1673.84;4.87;8.55;10.01;10.05;8.53;3.31;5.76;91.77;2.01;8.72;8.56;1.72;8.22;5.18;1.7;3.57;6.53;1535.2;75.31;1567.86;129.53;1584.04;326.99;1646.31;3.2;1653.39;5.36;1672.25;45.46;1687.77;47.67;1761.19;320.57;2982.34;28.13;3109.8;2.5;3525.55;179.07;-0.85;3.16
33;4-MeO-Bn;2,4,6-Cy3Ph;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C6CCCCC6)cc(C6CCCCC6)cc5C5CCCCC5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C5CCCCC5)cc(C5CCCCC5)cc4C4CCCCC4)nn2)cc2cc(CCCCCCCC)ccc2c1-3;COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(-c5c(C6CCCCC6)cc(C6CCCCC6)cc5C5CCCCC5)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(-c4c(C5CCCCC5)cc(C5CCCCC5)cc4C4CCCCC4)nn2)cc2cc(CCCCCCCC)ccc2c1-3.COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;0.472029322;25;1171.99;3.03;1261.23;12.58;1285.51;32.29;1367.5;27.82;1480.23;11.51;1536.01;84.29;3326.74;6.67;1673.07;4.94;7.07;8.67;9.98;10.6;3.31;7.44;97.17;2.01;8.72;8.56;1.72;8.22;5.18;1.7;3.57;6.53;1535.2;75.31;1567.86;129.53;1584.04;326.99;1646.31;3.2;1653.39;5.36;1672.25;45.46;1687.77;47.67;1761.19;320.57;2982.34;28.13;3109.8;2.5;3525.55;179.07;-0.85;3.16
34;4-MeO-Bn;1-Ad;CCCCCCCCc1ccc2c3c(c(-c4cn(C56CC7CC(CC(C7)C5)C6)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C45CC6CC(CC(C6)C4)C5)nn2)cc2cc(CCCCCCCC)ccc2c1-3;COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;CCCCCCCCc1ccc2c3c(c(-c4cn(C56CC7CC(CC(C7)C5)C6)nn4)cc2c1)OP(=O)(O)Oc1c(-c2cn(C45CC6CC(CC(C6)C4)C5)nn2)cc2cc(CCCCCCCC)ccc2c1-3.COc1ccc(CNC(=O)c2ccccc2N2CCc3ccccc3C2)cc1;1.223751179;25;1162.4;2.14;1266.95;19.31;1287.55;84.91;1353.58;10.52;1476.82;29.45;1553.38;26.61;3328.87;4.12;;4.93;6.69;8.7;10.83;6.3;3.31;3.68;;2.01;8.72;8.56;1.72;8.22;5.18;1.7;3.57;6.53;1535.2;75.31;1567.86;129.53;1584.04;326.99;1646.31;3.2;1653.39;5.36;1672.25;45.46;1687.77;47.67;1761.19;320.57;2982.34;28.13;3109.8;2.5;3525.55;179.07;-0.85;3.16
