index;name;ee;Area-L;Area-N;Area-S;B1-N;B1-R1--L;B1-R1-S;B1-R2-L;B1-R2-S;B1-R3-S;B1-R4-S;B5-N;B5-R1--L;B5-R1-S;B5-R2-L;B5-R2-S;B5-R3-S;B5-R4-S;BA1-2-3-N;BA1-2-4-N;BA1-2-8-L;BA1-5-2-S;BA1-5-6-S;BA2-5-6-S;BA2-8-7-L;BA3-2-4-N;BA3-6-4-S;BA3-6-5-S;BA4-6-5-S;BL1-2-L;BL1-2-N;BL1-5-S;BL1-6-L;BL2-3-N;BL2-4-N;BL2-5-S;BL2-8-L;BL3-6-S;BL4-6-S;BL5-6-S;BL7-11-L;BL7-8-L;DA1-2-8-7-L;DA1-5-6-4-S;DA2-5-6-3-S;DA21-11-7-8-L;DA22-11-7-8-L;DA7-11-10-9-L;Dp-A;Dp-N;Dp-S;HOMO-A;HOMO-L;HOMO-N;HOMO-S;L-N;L-R1--L;L-R1-S;L-R2-L;L-R2-S;L-R3-S;L-R4-S;LUMO-A;LUMO-L;LUMO-N;LUMO-S;M.Wt.-N;NB1-2-S;NB1-3-N;NB1-3-S;NB1-4-N;NB2-4-S;NB3-4-N;NB3-4-S;NMR11-L;NMR2-L;NMR3-N;NMR4-N;NMR4-S;NMR5-S;NMR6-L;NMR6-S;NMR8-L;Ovality-L;Ovality-N;Ovality-S;PSA-A;PSA-L;PSA-N;PSA-S;Rot-PF-L;Rot-PF-N;Rot-PF-S;Rx-A;Rx-L;Rx-N;Rx-S;Ry-A;Ry-L;Ry-N;Ry-S;Rz-A;Rz-L;Rz-N;Rz-S;TranS-PF-N;TranS-PF-S;Trans-PF-L;VF(N-C)ox-L;VF5-6-S;VI(N-C)ox-L;VI5-6-S;Vib-PF-L;Vib-PF-N;Vib-PF-S;Volume-L;Volume-N;Volume-S;area-A;dp-L;ovality-A;q1-L;q1-N;q11-L;q2-L;q2-N;q3-N;q4-N;q4-S;q5-S;q6-L;q6-S;q7-L;q8-L;rot-PF-A;trans-PF-A;vibr-PF-A;volume-A
182;real182;96;279.03;152.49;155.73;1.7;1;1;2.76;1.535;1;1.523;3.148;1;1;3.185;3.169;1;4.187;120.9140684;120.909642;116.3280884;114.502461;117.490936;127.9879973;125.9711076;118.1762896;114.518424;118.0209928;127.4542794;1.337912421;1.569594182;1.09138393;1.329122447;1.40152275;1.401528635;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;2.9592;2.0856;-0.32692;-0.29857;-0.30014;-0.291;6.367;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;0.0154;0.07092;121.931;2.193403298;2.586158821;2.351510068;2.586107464;3.175331521;2.404902124;2.191588139;117.2199;32.5949;49.1202;49.1178;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.21;1.27;29.861;21.664;37.442;19.828;15.589416;13.031028;12.665023;5.20785;1.15545;3.66988;8.16653;1.66868;0.14032;1.13606;0.97963;1.26375;0.13374;0.86751;0.94002;17.785818;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;35.169055;36.110673;256.41;132.64;128.34;126.68;4.8911;1.15;-0.45264;1.17422;-0.12032;0.15049;-0.42752;-0.22084;-0.22084;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
183;real183;98;279.03;181.86;155.73;1.767;1;1;2.76;1.535;1;1.523;4.542;1;1;3.185;3.169;1;4.187;120.3167522;120.9974312;116.3280884;114.502461;117.490936;127.9879973;125.9711076;118.6857047;114.518424;118.0209928;127.4542794;1.337912421;1.57089859;1.09138393;1.329122447;1.394409657;1.404188362;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;1.2924;2.0856;-0.32692;-0.29857;-0.26844;-0.291;7.081;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;0.01636;0.07092;151.957;2.193403298;2.573619625;2.351510068;2.590652122;3.175331521;2.407453978;2.191588139;117.2199;32.5949;62.2774;59.2482;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.28;1.27;29.861;21.664;44.401;19.828;15.589416;13.817886;12.665023;5.20785;1.15545;2.37681;8.16653;1.66868;0.14032;0.63075;0.97963;1.26375;0.13374;0.50006;0.94002;18.115581;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;38.509794;36.110673;256.41;159.53;128.34;126.68;4.8911;1.15;-0.45264;1.17646;-0.12032;0.15049;-0.41124;-0.26539;-0.25647;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
184;real184;98;279.03;224.27;155.73;2.732;1;1;2.76;1.535;1;1.523;3.223;1;1;3.185;3.169;1;4.187;121.3325121;121.3436065;116.3280884;114.502461;117.490936;127.9879973;125.9711076;117.3238692;114.518424;118.0209928;127.4542794;1.337912421;1.56736997;1.09138393;1.329122447;1.397923384;1.402348536;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;2.3785;2.0856;-0.32692;-0.29857;-0.28811;-0.291;8.558;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;0.01716;0.07092;178.039;2.193403298;2.586418584;2.351510068;2.590346135;3.175331521;2.39175113;2.191588139;117.2199;32.5949;48.8056;49.2741;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.34;1.27;29.861;21.664;37.508;19.828;15.589416;14.34761;12.665023;5.20785;1.15545;2.05196;8.16653;1.66868;0.14032;0.37329;0.97963;1.26375;0.13374;0.33927;0.94002;18.352781;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;41.91668;36.110673;256.41;204.03;128.34;126.68;4.8911;1.15;-0.45264;1.17303;-0.12032;0.15049;-0.43639;-0.20982;-0.21297;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
185;real185;98;279.03;181.88;155.73;1.779;1;1;2.76;1.535;1;1.523;3.165;1;1;3.185;3.169;1;4.187;121.3337759;121.3348828;116.3280884;114.502461;117.490936;127.9879973;125.9711076;117.3313413;114.518424;118.0209928;127.4542794;1.337912421;1.563480714;1.09138393;1.329122447;1.398080058;1.405509699;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;2.7119;2.0856;-0.32692;-0.29857;-0.26945;-0.291;8.436;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;0.02576;0.07092;151.957;2.193403298;2.583119277;2.351510068;2.589495831;3.175331521;2.394682023;2.191588139;117.2199;32.5949;46.7283;47.9422;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.28;1.27;29.861;21.664;44.469;19.828;15.589416;13.764417;12.665023;5.20785;1.15545;3.28685;8.16653;1.66868;0.14032;0.54303;0.97963;1.26375;0.13374;0.46743;0.94002;18.115581;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;38.06126;36.110673;256.41;159.5;128.34;126.68;4.8911;1.15;-0.45264;1.17073;-0.12032;0.15049;-0.46447;-0.19637;-0.20522;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
186;real186;98;279.03;205.06;174.03;1.817;1;1;2.76;1.546;1;1.504;3.218;1;1;3.185;3.17;1;4.186;120.773088;120.8608558;116.3280884;115.3507373;118.0404871;126.5974392;125.9711076;118.3660556;115.5560699;118.0778053;126.3561974;1.337912421;1.573272633;1.091204762;1.329122447;1.401283856;1.401407591;1.502794925;1.485320147;1.090131202;1.504739051;1.334994584;1.472841535;1.26972541;1.394988574;179.4456011;179.5309315;124.0246161;118.1344645;8.186663522;3.8524;4.6392;2.0782;-0.39771;-0.29857;-0.30742;-0.2882;9.26;2;2;4.074;4.132;2;4.993;-0.01739;-0.02848;-0.0176;0.07057;179.967;2.203033623;2.587412807;2.361241721;2.588639041;3.123001589;2.406974346;2.206334447;117.2199;32.5949;48.3775;48.4492;159.0136;48.5133;36.0002;57.0873;26.7739;1.43;1.33;1.29;92.338;21.664;57.245;18.73;15.589416;14.331859;13.061593;0.81486;1.15545;2.59042;3.78536;0.17832;0.14032;0.34202;0.97576;0.16325;0.13374;0.30271;0.92116;18.369054;17.684796;18.988454;1778.02;1773.93;189.7109;2.8448;50.382054;43.104056;37.195041;256.41;180.58;146.56;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.5314;-0.23123;0.04655;-0.24391;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
187;real187;92;279.03;205.06;155.18;1.817;1;1.504;2.76;1;1;1.504;3.218;1;3.174;3.185;1;1;4.191;120.773088;120.8608558;116.3280884;116.3009369;124.5814968;119.1173399;125.9711076;118.3660556;115.217248;118.3698147;126.410673;1.337912421;1.573272633;1.502503615;1.329122447;1.401283856;1.401407591;1.090462037;1.485320147;1.091776675;1.505679081;1.333238946;1.472841535;1.26972541;1.394988574;178.1064155;178.5023398;124.0246161;118.1344645;8.186663522;3.8524;4.6392;1.941;-0.39771;-0.29857;-0.30742;-0.28812;9.26;2;4.074;4.074;2;2;4.064;-0.01739;-0.02848;-0.0176;0.07642;179.967;2.213266545;2.587412807;2.718996328;2.588639041;2.769999312;2.406974346;2.204492883;117.2199;32.5949;48.3775;48.4492;164.041;51.8518;36.0002;55.5101;26.7739;1.43;1.33;1.26;92.338;21.664;57.245;19.389;15.589416;14.331859;12.749022;0.81486;1.15545;2.59042;5.002;0.17832;0.14032;0.34202;1.1872;0.16325;0.13374;0.30271;1.07056;18.369054;17.488211;18.988454;1778.02;1781.97;189.7109;0.9024;50.382054;43.104056;35.397748;256.41;180.58;128.15;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.53147;-0.24668;0.04655;-0.24204;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
188;real188;96;279.03;205.06;155.73;1.817;1;1;2.76;1.535;1;1.523;3.218;1;1;3.185;3.169;1;4.187;120.773088;120.8608558;116.3280884;114.502461;117.490936;127.9879973;125.9711076;118.3660556;114.518424;118.0209928;127.4542794;1.337912421;1.573272633;1.09138393;1.329122447;1.401283856;1.401407591;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;4.6392;2.0856;-0.32692;-0.29857;-0.30742;-0.291;9.26;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;-0.0176;0.07092;179.967;2.193403298;2.587412807;2.351510068;2.588639041;3.175331521;2.406974346;2.191588139;117.2199;32.5949;48.3775;48.4492;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.33;1.27;29.861;21.664;57.245;19.828;15.589416;14.331859;12.665023;5.20785;1.15545;2.59042;8.16653;1.66868;0.14032;0.34202;0.97963;1.26375;0.13374;0.30271;0.94002;18.369054;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;43.104056;36.110673;256.41;180.58;128.34;126.68;4.8911;1.15;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
189;real189;90;279.03;227.77;155.73;1.7;1;1;2.76;1.535;1;1.523;4.572;1;1;3.185;3.169;1;4.187;119.9488365;120.3777412;116.3280884;114.502461;117.490936;127.9879973;125.9711076;119.6734117;114.518424;118.0209928;127.4542794;1.337912421;1.570456694;1.09138393;1.329122447;1.399484432;1.410402776;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;2.8115;2.0856;-0.32692;-0.29857;-0.27027;-0.291;10.022;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;-0.01273;0.07092;212.012;2.193403298;2.572803996;2.351510068;2.58762274;3.175331521;2.429425903;2.191588139;117.2199;32.5949;67.7382;55.3797;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.32;1.27;29.861;21.664;45.128;19.828;15.589416;14.764242;12.665023;5.20785;1.15545;1.82386;8.16653;1.66868;0.14032;0.26641;0.97963;1.26375;0.13374;0.23246;0.94002;18.61446;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;40.988112;36.110673;256.41;213.45;128.34;126.68;4.8911;1.15;-0.45264;1.17583;-0.12032;0.15049;-0.41073;-0.25828;-0.23768;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
190;real190;84;279.03;300.69;155.73;1.914;1;1;2.76;1.535;1;1.523;6.666;1;1;3.185;3.169;1;4.187;124.8229856;128.9841013;116.3280884;114.502461;117.490936;127.9879973;125.9711076;106.1915998;114.518424;118.0209928;127.4542794;1.337912421;1.555700302;1.09138393;1.329122447;1.364033459;1.453703686;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;7.2455;2.0856;-0.32692;-0.29857;-0.26798;-0.291;8.775;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;-0.01129;0.07092;301.13;2.193403298;2.589271732;2.351510068;2.716419112;3.175331521;2.253820427;2.191588139;117.2199;32.5949;50.5991;51.7498;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.44;1.27;29.861;21.664;70.134;19.828;15.589416;15.711159;12.665023;5.20785;1.15545;0.42098;8.16653;1.66868;0.14032;0.21392;0.97963;1.26375;0.13374;0.18875;0.94002;19.140079;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;50.09823;36.110673;256.41;284.11;128.34;126.68;4.8911;1.15;-0.45264;1.17118;-0.12032;0.15049;-0.47576;0.02393;-0.07464;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
191;real191;92;279.03;152.67;155.73;1.7;1;1;2.76;1.535;1;1.523;3.149;1;1;3.185;3.169;1;4.187;121.3052087;121.9914602;116.3280884;114.502461;117.490936;127.9879973;125.9711076;116.7033311;114.518424;118.0209928;127.4542794;1.337912421;1.568644707;1.09138393;1.329122447;1.39481106;1.402944321;1.503071014;1.485320147;1.089071722;1.502849777;1.336030259;1.472841535;1.26972541;1.394988574;179.8232541;179.1258833;124.0246161;118.1344645;8.186663522;0;6.9888;2.0856;-0.32692;-0.29857;-0.30852;-0.291;6.864;2;2;4.074;4.125;2;4.137;-0.07717;-0.02848;0.0088;0.07092;140.909;2.193403298;2.584542742;2.351510068;2.600144557;3.175331521;2.381689891;2.191588139;117.2199;32.5949;27.9182;33.6876;166.431;52.7858;36.0002;57.1059;26.7739;1.43;1.23;1.27;29.861;21.664;44.641;19.828;15.589416;13.398661;12.665023;5.20785;1.15545;3.73247;8.16653;1.66868;0.14032;0.74663;0.97963;1.26375;0.13374;0.62217;0.94002;18.002687;17.488211;18.988454;1778.02;1769.85;189.7109;2.0603;50.382054;36.315092;36.110673;256.41;130.64;128.34;126.68;4.8911;1.15;-0.45264;1.17575;-0.12032;0.15049;-0.47259;0.05682;-0.15892;-0.5332;-0.23953;0.04655;-0.247;-0.52576;0.567;12.475686;17.602614;32.555659;109.2
192;real192;97;279.03;181.88;134.22;1.779;1;1;2.76;1.504;1;1.504;3.165;1;1;3.185;2.009;1;4.196;121.3337759;121.3348828;116.3280884;115.569481;117.7868192;126.6427443;125.9711076;117.3313413;115.625433;117.9100309;126.4481899;1.337912421;1.563480714;1.090115168;1.329122447;1.398080058;1.405509699;1.499284473;1.485320147;1.089907862;1.505471366;1.33501955;1.472841535;1.26972541;1.394988574;179.7077099;178.3778716;124.0246161;118.1344645;8.186663522;3.8524;2.7119;1.929;-0.39771;-0.29857;-0.26945;-0.2888;8.436;2;2;4.074;2.97;2;4.07;-0.01739;-0.02848;0.02576;0.07347;151.957;2.201597197;2.583119277;2.353476001;2.589495831;3.124232674;2.394682023;2.207625647;117.2199;32.5949;46.7283;47.9422;166.3397;54.9171;36.0002;56.9102;26.7739;1.43;1.28;1.21;92.338;21.664;44.469;19.066;15.589416;13.764417;12.050533;0.81486;1.15545;3.28685;5.26718;0.17832;0.14032;0.54303;2.49794;0.16325;0.13374;0.46743;1.95352;18.115581;17.261921;18.988454;1778.02;1778.06;189.7109;5.6798;50.382054;38.06126;33.947785;256.41;159.5;109.93;225.58;4.8911;1.48;-0.45264;1.17073;-0.12032;0.15049;-0.46447;-0.19637;-0.20522;-0.53739;-0.23107;0.04655;-0.25446;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
193;real193;96;279.03;158.14;134.22;1.7;1;1;2.76;1.504;1;1.504;3.146;1;1;3.185;2.009;1;4.196;120.9234847;120.9180158;116.3280884;115.569481;117.7868192;126.6427443;125.9711076;118.1584994;115.625433;117.9100309;126.4481899;1.337912421;1.568015128;1.090115168;1.329122447;1.401777292;1.401781265;1.499284473;1.485320147;1.089907862;1.505471366;1.33501955;1.472841535;1.26972541;1.394988574;179.7077099;178.3778716;124.0246161;118.1344645;8.186663522;3.8524;4.7653;1.929;-0.39771;-0.29857;-0.29527;-0.2888;6.943;2;2;4.074;2.97;2;4.07;-0.01739;-0.02848;0.01853;0.07347;139.921;2.201597197;2.585098162;2.353476001;2.585031931;3.124232674;2.405113632;2.207625647;117.2199;32.5949;46.222;46.2194;166.3397;54.9171;36.0002;56.9102;26.7739;1.43;1.23;1.21;92.338;21.664;37.431;19.066;15.589416;13.432419;12.050533;0.81486;1.15545;3.65445;5.26718;0.17832;0.14032;0.72937;2.49794;0.16325;0.13374;0.60802;1.95352;17.992064;17.261921;18.988454;1778.02;1778.06;189.7109;5.6798;50.382054;36.408299;33.947785;256.41;137.18;109.93;225.58;4.8911;1.48;-0.45264;1.17457;-0.12032;0.15049;-0.44324;-0.20182;-0.20182;-0.53739;-0.23107;0.04655;-0.25446;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
194;real194;96;279.03;205.06;134.22;1.817;1;1;2.76;1.504;1;1.504;3.218;1;1;3.185;2.009;1;4.196;120.773088;120.8608558;116.3280884;115.569481;117.7868192;126.6427443;125.9711076;118.3660556;115.625433;117.9100309;126.4481899;1.337912421;1.573272633;1.090115168;1.329122447;1.401283856;1.401407591;1.499284473;1.485320147;1.089907862;1.505471366;1.33501955;1.472841535;1.26972541;1.394988574;179.7077099;178.3778716;124.0246161;118.1344645;8.186663522;3.8524;4.6392;1.929;-0.39771;-0.29857;-0.30742;-0.2888;9.26;2;2;4.074;2.97;2;4.07;-0.01739;-0.02848;-0.0176;0.07347;179.967;2.201597197;2.587412807;2.353476001;2.588639041;3.124232674;2.406974346;2.207625647;117.2199;32.5949;48.3775;48.4492;166.3397;54.9171;36.0002;56.9102;26.7739;1.43;1.33;1.21;92.338;21.664;57.245;19.066;15.589416;14.331859;12.050533;0.81486;1.15545;2.59042;5.26718;0.17832;0.14032;0.34202;2.49794;0.16325;0.13374;0.30271;1.95352;18.369054;17.261921;18.988454;1778.02;1778.06;189.7109;5.6798;50.382054;43.104056;33.947785;256.41;180.58;109.93;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.53739;-0.23107;0.04655;-0.25446;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
195;real195;94;279.03;181.88;194.21;1.779;1;1;2.76;1.895;1;1.504;3.165;1;1;3.185;3.175;1;4.195;121.3337759;121.3348828;116.3280884;113.9796368;117.6407959;128.3687185;125.9711076;117.3313413;114.4118731;118.0809166;127.5070469;1.337912421;1.563480714;1.092904812;1.329122447;1.398080058;1.405509699;1.50646524;1.485320147;1.089089623;1.502677341;1.33560462;1.472841535;1.26972541;1.394988574;179.6640895;179.2131664;124.0246161;118.1344645;8.186663522;3.8524;2.7119;2.1697;-0.39771;-0.29857;-0.26945;-0.29025;8.436;2;2;4.074;4.091;2;4.997;-0.01739;-0.02848;0.02576;0.07159;151.957;2.191376386;2.583119277;2.35531256;2.589495831;3.185694653;2.394682023;2.190183876;117.2199;32.5949;46.7283;47.9422;159.1607;46.37;36.0002;58.5816;26.7739;1.43;1.28;1.34;92.338;21.664;44.469;19.344;15.589416;13.764417;13.570671;0.81486;1.15545;3.28685;3.25111;0.17832;0.14032;0.54303;0.62377;0.16325;0.13374;0.46743;0.60611;18.115581;17.858576;18.988454;1778.02;1773.2;189.7109;1.29;50.382054;38.06126;40.129725;256.41;159.5;164.6;225.58;4.8911;1.48;-0.45264;1.17073;-0.12032;0.15049;-0.46447;-0.19637;-0.20522;-0.5286;-0.2383;0.04655;-0.24118;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
196;real196;98;279.03;205.06;194.21;1.817;1;1;2.76;1.895;1;1.504;3.218;1;1;3.185;3.175;1;4.195;120.773088;120.8608558;116.3280884;113.9796368;117.6407959;128.3687185;125.9711076;118.3660556;114.4118731;118.0809166;127.5070469;1.337912421;1.573272633;1.092904812;1.329122447;1.401283856;1.401407591;1.50646524;1.485320147;1.089089623;1.502677341;1.33560462;1.472841535;1.26972541;1.394988574;179.6640895;179.2131664;124.0246161;118.1344645;8.186663522;3.8524;4.6392;2.1697;-0.39771;-0.29857;-0.30742;-0.29025;9.26;2;2;4.074;4.091;2;4.997;-0.01739;-0.02848;-0.0176;0.07159;179.967;2.191376386;2.587412807;2.35531256;2.588639041;3.185694653;2.406974346;2.190183876;117.2199;32.5949;48.3775;48.4492;159.1607;46.37;36.0002;58.5816;26.7739;1.43;1.33;1.34;92.338;21.664;57.245;19.344;15.589416;14.331859;13.570671;0.81486;1.15545;2.59042;3.25111;0.17832;0.14032;0.34202;0.62377;0.16325;0.13374;0.30271;0.60611;18.369054;17.858576;18.988454;1778.02;1773.2;189.7109;1.29;50.382054;43.104056;40.129725;256.41;180.58;164.6;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.5286;-0.2383;0.04655;-0.24118;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
197;real197;94;279.03;205.06;136;1.817;1;1;2.76;1.538;1;1.504;3.218;1;1;3.185;3.168;1;2.691;120.773088;120.8608558;116.3280884;114.5590205;117.3883481;128.0517597;125.9711076;118.3660556;113.8430142;118.7535767;127.3908446;1.337912421;1.573272633;1.091143401;1.329122447;1.401283856;1.401407591;1.502631917;1.485320147;1.089641876;1.49875136;1.334495794;1.472841535;1.26972541;1.394988574;178.9170447;179.9315854;124.0246161;118.1344645;8.186663522;3.8524;4.6392;2.1685;-0.39771;-0.29857;-0.30742;-0.29583;9.26;2;2;4.074;4.122;2;3.905;-0.01739;-0.02848;-0.0176;0.0649;179.967;2.193495119;2.587412807;2.360651859;2.588639041;3.1709427;2.406974346;2.180339351;117.2199;32.5949;48.3775;48.4492;136.9166;51.1981;36.0002;55.5933;26.7739;1.43;1.33;1.22;92.338;21.664;57.245;20.137;15.589416;14.331859;12.219849;0.81486;1.15545;2.59042;8.35398;0.17832;0.14032;0.34202;1.52077;0.16325;0.13374;0.30271;1.44196;18.369054;17.261921;18.988454;1778.02;1779.83;189.7109;6.6617;50.382054;43.104056;34.05871;256.41;180.58;110.07;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.13769;-0.23084;0.04655;-0.27315;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
198;real198;94;279.03;205.06;176.13;1.817;1;1;2.76;1.539;1;1.504;3.218;1;1;3.185;3.171;1;4.231;120.773088;120.8608558;116.3280884;115.3539114;117.8514727;126.7619784;125.9711076;118.3660556;115.1483546;118.0357704;126.8044172;1.337912421;1.573272633;1.090512635;1.329122447;1.401283856;1.401407591;1.504842792;1.485320147;1.090565496;1.503440444;1.33574839;1.472841535;1.26972541;1.394988574;179.4893146;179.6231454;124.0246161;118.1344645;8.186663522;3.8524;4.6392;2.0484;-0.39771;-0.29857;-0.30742;-0.29101;9.26;2;2;4.074;4.131;2;5.84;-0.01739;-0.02848;-0.0176;0.07036;179.967;2.204357581;2.587412807;2.358002252;2.588639041;3.137271883;2.406974346;2.200728717;117.2199;32.5949;48.3775;48.4492;171.5503;52.2509;36.0002;53.9462;26.7739;1.43;1.33;1.31;92.338;21.664;57.245;20.145;15.589416;14.331859;13.299735;0.81486;1.15545;2.59042;4.82406;0.17832;0.14032;0.34202;0.67802;0.16325;0.13374;0.30271;0.64607;18.369054;17.684796;18.988454;1778.02;1767.59;189.7109;2.8262;50.382054;43.104056;38.241072;256.41;180.58;146.69;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.51299;-0.24192;0.04655;-0.24033;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
199;real199;98;279.03;205.06;196.22;1.817;1;1;2.76;1.535;1;1.504;3.218;1;1;3.185;3.172;1;4.837;120.773088;120.8608558;116.3280884;114.6786914;117.6620165;127.6276617;125.9711076;118.3660556;114.7607022;117.6644529;127.551601;1.337912421;1.573272633;1.091041486;1.329122447;1.401283856;1.401407591;1.503236908;1.485320147;1.091007281;1.502376929;1.336016195;1.472841535;1.26972541;1.394988574;177.8941956;178.083034;124.0246161;118.1344645;8.186663522;3.8524;4.6392;1.7601;-0.39771;-0.29857;-0.30742;-0.29051;9.26;2;2;4.074;4.119;2;6.78;-0.01739;-0.02848;-0.0176;0.07184;179.967;2.195373941;2.587412807;2.349088079;2.588639041;3.169446319;2.406974346;2.195550781;117.2199;32.5949;48.3775;48.4492;166.3402;52.7152;36.0002;54.1054;26.7739;1.43;1.33;1.35;92.338;21.664;57.245;20.152;15.589416;14.331859;13.809488;0.81486;1.15545;2.59042;3.39271;0.17832;0.14032;0.34202;0.49204;0.16325;0.13374;0.30271;0.45669;18.369054;17.858576;18.988454;1778.02;1770.87;189.7109;2.4573;50.382054;43.104056;41.534954;256.41;180.58;165.02;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.50452;-0.24205;0.04655;-0.24162;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
200;real200;94;279.03;205.06;216.56;1.817;1;1;2.76;1.539;1;1.504;3.218;1;1;3.185;3.168;1;5.771;120.773088;120.8608558;116.3280884;115.7086605;118.5696333;125.7063366;125.9711076;118.3660556;115.929217;118.2516994;125.8190735;1.337912421;1.573272633;1.09066486;1.329122447;1.401283856;1.401407591;1.502917611;1.485320147;1.09090964;1.511251996;1.33455132;1.472841535;1.26972541;1.394988574;179.1546276;179.3919049;124.0246161;118.1344645;8.186663522;3.8524;4.6392;2.2232;-0.39771;-0.29857;-0.30742;-0.28922;9.26;2;2;4.074;4.129;2;7.862;-0.01739;-0.02848;-0.0176;0.06792;179.967;2.206909102;2.587412807;2.372561759;2.588639041;3.096161916;2.406974346;2.217145916;117.2199;32.5949;48.3775;48.4492;167.3333;51.5697;36.0002;53.7256;26.7739;1.43;1.33;1.39;92.338;21.664;57.245;20.155;15.589416;14.331859;14.120488;0.81486;1.15545;2.59042;4.68559;0.17832;0.14032;0.34202;0.30049;0.16325;0.13374;0.30271;0.2907;18.369054;18.014298;18.988454;1778.02;1767.81;189.7109;4.1012;50.382054;43.104056;43.268664;256.41;180.58;183.35;225.58;4.8911;1.48;-0.45264;1.176;-0.12032;0.15049;-0.39731;-0.21925;-0.21967;-0.51597;-0.23822;0.04655;-0.24166;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
